9169,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-23 03:21:54,2019-04-25,True
5478,2,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-24 05:46:07,2019-04-06,True
980,3,{},2019-04-05 07:59:19,2019-04-13,True
5133,2,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-03-30 21:32:43,2019-04-09,True
8112,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-01 18:58:31,2019-04-08,True
7291,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-04 15:53:45,2019-04-15,True
5408,2,{},2019-04-16 11:03:08,2019-04-15,True
4330,2,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-19 23:44:37,2019-04-15,True
3374,1,{},2019-04-01 07:45:20,2019-04-04,True
1939,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-16 18:21:19,2019-04-25,True
5415,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-19 06:24:06,2019-04-08,True
6448,1,{},2019-04-23 09:40:43,2019-04-01,True
9176,3,{},2019-04-14 21:44:43,2019-04-13,True
618,2,{},2019-04-22 11:55:52,2019-04-18,True
8626,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-03-29 17:34:35,2019-04-04,True
3439,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-15 16:45:21,2019-04-08,True
4905,2,{},2019-04-23 10:07:52,2019-04-26,True
6957,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-19 11:15:48,2019-04-12,True
6869,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-19 23:35:46,2019-04-24,True
132,3,{},2019-03-31 14:29:18,2019-04-01,True
7814,3,{},2019-04-25 05:09:34,2019-04-23,True
2242,1,{},2019-04-21 19:03:05,2019-04-01,True
2543,2,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-25 18:28:15,2019-04-25,True
2740,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-11 06:45:31,2019-04-07,True
560,2,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-26 20:25:17,2019-04-26,True
868,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-22 16:40:55,2019-04-22,True
4425,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-20 00:55:16,2019-04-24,True
1593,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-14 01:55:25,2019-04-15,True
2763,2,{},2019-04-12 10:57:25,2019-04-18,True
2116,1,{},2019-04-04 20:32:52,2019-04-08,True
4577,3,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-12 19:20:32,2019-04-04,True
1512,1,"{""can_grant"": ""yes"",""can_revoke"": ""yes""}",2019-04-07 00:19:30,2019-04-24,True
